#Command: python3 Fitness_Esimation.py demodata/out/H37Rv_expected_counts.csv demodata/H37Rv/H37RvBD1.prot_table demodata/out/H37Rv_gumbel_gene_predictions.csv
#Gumbel/Bernoulli Calls: Calls from the Gumbel Analysis. Genes found to be significant through Bernoulli when all sites have 0 insertions are labeled EB
#Significant size n for genes lacking insertion: 1.616911723671773
#HMM States: HMM+NP model trained on data
#Gene+TTN States: Genes labeled E by the Gumbel are determined to be ES and those labeled EB by Gumbel are determined to be ESB
#Gene+TTN Summary: 315ES 54ESB 731GD 1036GA 1845NE
ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,M0 Fitness Estimation,M1 Fitness Estimation,Mean Actual Count,TTN-Fitness Assesment
Rv0522,gabP,PROBABLE GABA PERMEASE GABP (4-AMINO BUTYRATE TRANSPORT CARRIER) (GAMA-AMINOBUTYRATE PERMEASE) ,22,22,True,0.3598991437046688,0.04837203651328218,0.3683179048820163,0.0015838716847660598,-0.2716620435402978,-0.09555919317970277,138.46818181818182,GA
Rv0523c,-,hypothetical protein Rv0523c ,10,10,True,0.22427696413337317,0.44424420680716975,0.3005339209925496,0.09413615312382281,-0.34702286410406147,-0.17480129807088832,120.22999999999999,NE
Rv0524,hemL,glutamate-1-semialdehyde aminotransferase ,21,0,False,,,,,,,0.0,ESB
Rv0525,-,hypothetical protein Rv0525 ,10,1,False,,,,,,,12.09,ES
Rv0526,-,POSSIBLE THIOREDOXIN PROTEIN (THIOL-DISULFIDE INTERCHANGE PROTEIN) ,7,4,True,-1.6233803977159225,1.4793412392958697e-08,-1.8060394959204868,4.4139723603527655e-21,,,0.35714285714285715,GD
Rv0527,ccdA,POSSIBLE CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCDA ,5,4,True,-1.5985083606434853,4.029599864640858e-06,-1.6861398383745978,2.0514611452378793e-13,,,0.42000000000000004,GD
Rv0528,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,16,5,False,,,,,,,0.13125,ES
Rv0529,ccsA,POSSIBLE CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCSA ,18,4,False,,,,,,,0.1388888888888889,ES
Rv0530,-,hypothetical protein Rv0530 ,18,18,True,0.4345308401115583,0.02935236310879399,0.4742955445342035,0.00019992572442589456,,,168.22777777777776,GA
Rv0531,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,4,3,True,-1.027356042473608,0.01382837212627679,-0.8850814605101938,0.0011707672546528818,-0.31851857054158256,0.1246719829801357,5.324999999999999,GD
Rv0532,PE_PGRS6,PE-PGRS FAMILY PROTEIN ,18,15,True,-0.20483517236470167,0.33830553809537406,0.09388391045358128,0.5108605168150601,-0.5663681591385594,-0.25774027731974447,73.01666666666667,NE
Rv0533c,fabH,3-oxoacyl-(acyl carrier protein) synthase III ,15,15,True,0.3743231750477804,0.09803214702753664,0.3871122873803442,0.00655960049833072,-0.32027401875428974,-0.0019069335821585182,160.1333333333333,GA
Rv0534c,menA,"1,4-dihydroxy-2-naphthoate octaprenyltransferase ",12,3,True,-1.6546462956035264,9.524645634731195e-15,-1.6493329225114024,8.042832749299021e-30,-0.806455552453592,-0.40754560303186066,1.4166666666666667,GD
Rv0535,pnp,5'-methylthioadenosine phosphorylase ,10,10,True,0.04343348333964743,0.8930299993500849,-0.0266423196432385,0.8991832322599066,-0.46424308617051097,-0.24347410315863613,103.35,NE
Rv0536,galE3,PROBABLE UDP-GLUCOSE 4-EPIMERASE GALE3 (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE) ,12,12,True,0.09529638174327748,0.7362529187543773,0.28366631808850534,0.08245753504462111,-0.1928559503505186,-0.13716665899745425,62.44166666666666,NE
Rv0537c,-,PROBABLE INTEGRAL MEMBRANE PROTEIN ,20,20,True,0.4911456259595493,0.008192931765272474,0.5939279030947755,4.818923104285725e-07,-0.2666807385774045,-0.06158625811119717,185.51499999999996,GA
Rv0538,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,15,14,True,0.11241703091641755,0.6489189212438506,0.32106987168769663,0.02616422980289979,-0.2965052387184383,-0.12086121351784393,82.5,GA
Rv0539,-,PROBABLE DOLICHYL-PHOSPHATE SUGAR SYNTHASE (DOLICHOL-PHOSPHATE SUGAR SYNTHETASE) (DOLICHOL-PHOSPHATE SUGAR TRANSFERASE) (SUGAR PHOSPHORYLDOLICHOL SYNTHASE) ,6,5,True,-0.4081738932086529,0.26605046726675946,0.1290983635906285,0.6099214980522873,-0.7955917144488568,-0.4893154594026973,76.33333333333333,NE
Rv0540,-,hypothetical protein Rv0540 ,11,11,True,-0.23068473195309508,0.4057999439759633,0.012347935208635025,0.9524969897367838,-0.22057512014258765,-0.01974173966116747,30.981818181818184,NE
Rv0541c,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,19,16,True,-0.4829976644547859,0.011592832756492,-0.2116173752472137,0.10492924266225137,-0.4359210959926135,-0.2279350076143445,27.85263157894737,NE
Rv0542c,menE,O-succinylbenzoic acid--CoA ligase ,15,4,False,,,,,,,11.213333333333335,ES
Rv0543c,-,hypothetical protein Rv0543c ,3,1,True,-1.7873465420867545,9.198686767893778e-05,-1.344234828524687,1.3375682483270722e-05,,,0.03333333333333333,GD
Rv0544c,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,7,7,True,0.285045972088241,0.41193669337881555,0.2051514528396035,0.3588285944081065,-0.3628714024115549,-0.05612255226195155,143.6,NE
Rv0545c,pitA,PROBABLE LOW-AFFINITY INORGANIC PHOSPHATE TRANSPORTER INTEGRAL MEMBRANE PROTEIN PITA ,14,14,True,-0.004177816006575405,0.9871018556611906,0.21332861540011613,0.16250343539316345,-0.25700319806327576,0.016301268395332018,57.37857142857143,NE
Rv0546c,-,hypothetical protein Rv0546c ,8,8,True,0.3330882422532032,0.29525672999079117,0.27738467181259424,0.17075644768155396,-0.40003739010755013,-0.22879940190236078,174.875,NE
Rv0547c,-,short chain dehydrogenase ,10,10,True,0.5416110807649935,0.04470552565264367,0.2766972517227252,0.12477389217976718,-0.23087763756442212,-0.03484772555762458,191.99,NE
Rv0548c,menB,naphthoate synthase ,13,3,False,,,,,,,13.600000000000001,ES
Rv0549c,-,hypothetical protein Rv0549c ,4,4,True,0.37620491177765203,0.4130389434957264,0.03663223839698386,0.9124308949010334,-0.14236786138588825,-0.02693301393800716,106.775,NE
Rv0550c,-,hypothetical protein Rv0550c ,3,3,True,0.4935677319213734,0.34515586759882994,-0.20416701300589532,0.5646391908324325,-0.33038833914430993,-0.2865342315160795,216.03333333333333,NE
Rv0551c,fadD8,acyl-CoA synthetase ,33,33,True,0.3030920396119747,0.04068098249093703,0.18611019651941058,0.05826208290415402,-0.24804368699416915,-0.04691746256857392,114.95151515151517,NE
Rv0552,-,hypothetical protein Rv0552 ,19,19,True,0.05773321060505994,0.8012170447574948,0.08953549265608758,0.5195666362230184,-0.3454971543151399,-0.16097155904864388,81.29473684210527,NE
Rv0553,menC,O-succinylbenzoate synthase ,12,2,False,,,,,,,5.366666666666667,ES
Rv0554,bpoC,POSSIBLE PEROXIDASE BPOC (NON-HAEM PEROXIDASE) ,14,14,True,0.3249109149715774,0.17139915509197734,0.27680171880952653,0.06694609084991009,-0.2149858295566932,0.00848599235802374,112.05714285714284,NE
Rv0555,menD,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase ",15,2,False,,,,,,,0.06666666666666667,ES
Rv0556,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,13,5,True,-1.6586868301133957,5.104342524792421e-16,-1.617994586878947,6.122030663196382e-31,,,0.6461538461538462,GD
Rv0557,pimB,MANNOSYLTRANSFERASE PIMB ,15,12,True,-0.6674618551095733,0.001440634583746487,-0.5864430830947784,2.231411975016487e-05,-0.5525374405319841,-0.3815714458619203,23.206666666666663,GD
Rv0558,ubiE,ubiquinone/menaquinone biosynthesis methyltransferase ,15,5,False,,,,,,,2.8800000000000003,ES
Rv0559c,-,POSSIBLE CONSERVED SECRETED PROTEIN ,7,7,True,0.6230474592419044,0.054450492209904854,0.4945802745136146,0.018881677160572954,-0.09781271897736606,0.029713851147625835,170.59999999999997,GA
Rv0560c,-,POSSIBLE BENZOQUINONE METHYLTRANSFERASE (METHYLASE) ,15,14,True,-0.2524816437558121,0.27728645596792717,-0.5051924146653979,0.00033894131697349947,-0.7420558368936758,-0.3175734027427312,97.76666666666667,GD
Rv0561c,-,POSSIBLE OXIDOREDUCTASE ,18,16,True,-0.29979637291228595,0.15015605189842002,-0.3655554379996826,0.004852153283553582,-0.3656539701288555,-0.03954110248340903,36.733333333333334,GD
Rv0562,grcC1,PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC1 (POLYPRENYL PYROPHOSPHATE SYNTHETASE) ,15,2,False,,,,,,,8.719999999999999,ES
Rv0563,htpX,heat shock protein HtpX ,11,11,True,0.2586781249463453,0.34482179280323555,0.1403858709276145,0.4352965336869122,-0.12409393769175936,0.014317361224410994,77.94545454545455,NE
Rv0564c,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase ,12,12,True,0.3658378431048322,0.15154973729933566,0.36878483111533017,0.022243628375085894,-0.31110158881102085,-0.10204002419033495,153.73333333333332,GA
Rv0565c,-,PROBABLE MONOOXYGENASE ,36,36,True,0.23241072478420416,0.1121782916072416,0.14546039947578848,0.1254327170392252,-0.3462479380608874,-0.11229263303862927,122.30555555555553,NE
Rv0566c,-,nucleotide-binding protein ,6,6,True,0.45398830271788354,0.21341692008235388,0.568605836950593,0.012136519284945088,-0.19801751762851605,0.03335343785661848,145.33333333333334,GA
Rv0567,-,PROBABLE METHYLTRANSFERASE/METHYLASE ,20,19,True,0.549191800222094,0.002696951129191813,0.5093968286405895,2.2160993271304156e-05,-0.2849369827992811,-0.09348604406313163,221.28500000000003,GA
Rv0568,cyp135B1,POSSIBLE CYTOCHROME P450 135B1 CYP135B1 ,12,10,True,0.21091380213261984,0.42883512531646967,0.33637507818344903,0.03780663854756377,-0.4413921945385595,-0.14290920322511783,144.84166666666667,GA
Rv0569,-,hypothetical protein Rv0569 ,4,4,True,0.7788484335958319,0.07156578088012201,0.4722968470823251,0.09626111392802987,-0.04511055391064442,-0.01758654280979882,216.54999999999998,NE
Rv0570,nrdZ,PROBABLE RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE (LARGE SUBUNIT) NRDZ (RIBONUCLEOTIDE REDUCTASE) ,37,32,True,-0.191877827368975,0.19005331588256685,-0.11267366782594702,0.23659487010803107,-0.547455568762663,-0.21289737932977018,72.07567567567568,NE
Rv0571c,-,hypothetical protein Rv0571c ,14,14,True,-0.28669106384936194,0.23109826495800723,-0.004887815908508721,0.9790140267746809,-0.42571254579429735,-0.146529187632846,43.51428571428571,NE
Rv0572c,-,hypothetical protein Rv0572c ,8,8,True,0.6833781643927133,0.022010544622006262,0.23295261803436149,0.2572046806172225,-0.1742104071942137,0.08394006259779481,233.83749999999998,NE
Rv0573c,-,nicotinate phosphoribosyltransferase ,17,17,True,0.17292471882677143,0.44136333216151885,0.04424359185454305,0.7723775922257038,-0.3002854384263179,-0.15832170726461886,95.81176470588234,NE
Rv0574c,-,hypothetical protein Rv0574c ,21,20,True,0.22314492047124138,0.2548770914621951,0.34238074919281325,0.0043889514345494506,-0.3899624207440844,-0.08093518421026367,132.37619047619046,GA
Rv0575c,-,hypothetical protein Rv0575c ,14,14,True,0.389214000840357,0.09635402094867968,0.3410208436794817,0.022243628375085894,-0.41327039698775725,-0.13540163356221122,205.33571428571426,GA
Rv0576,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) ,20,19,True,-0.1271729954765133,0.5447290139843561,-0.033389786287045836,0.8169297502527653,-0.42424490172743845,-0.16093060696021202,63.205000000000005,NE
Rv0577,TB27.3,hypothetical protein Rv0577 ,14,14,True,0.5108643379752722,0.02354817297001395,0.3097807992626675,0.03904499908126453,-0.2714863006601251,-0.09326892035654216,196.33571428571432,GA
Rv0578c,PE_PGRS7,PE-PGRS FAMILY PROTEIN ,28,22,True,-0.5937872548524733,6.981171629919944e-05,-0.2118811541659627,0.04635340898517254,-0.6078065543197629,-0.16712668605050945,31.603571428571428,GD
Rv0579,-,hypothetical protein Rv0579 ,15,15,True,0.43452045168769377,0.04903820831649598,0.42765832026653566,0.0025459734630468717,-0.18539038037772107,0.06144166833087686,134.94666666666666,GA
Rv0580c,-,hypothetical protein Rv0580c ,10,9,True,0.11734681918236183,0.7009801745820476,0.14692186087234266,0.4359315880045887,-0.29965209024271067,-0.20996109092679263,84.06,NE
Rv0581,-,hypothetical protein Rv0581 ,4,4,True,0.4585142470427769,0.30928696917302484,-0.0477075950387052,0.8862861726194114,-0.1922452102134308,-0.12318180981676727,144.92499999999998,NE
Rv0582,-,hypothetical protein Rv0582 ,10,10,True,-0.1538531825816754,0.6094884541166897,-0.03800794954196574,0.8530666026706604,-0.1744986820732211,0.03731635039003439,33.4,NE
Rv0583c,lpqN,PROBABLE CONSERVED LIPOPROTEIN LPQN ,8,8,True,0.6130755064588834,0.0415211180556638,0.23760962046301917,0.24757178078882836,-0.09568906472481083,-0.01150252716757054,165.9,NE
Rv0584,-,POSSIBLE CONSERVED EXPORTED PROTEIN ,63,60,True,0.1777758295543487,0.10829019887930366,0.1136258925724203,0.11381118585483352,-0.3235847199304217,-0.048789733806455515,102.23968253968255,NE
Rv0585c,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,42,37,True,-0.419974343266494,0.0007379302697763195,-0.42185261169019084,2.1464439061515967e-07,-0.599328626470897,-0.3048423221215132,47.22380952380953,GD
Rv0586,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (GNTR-FAMILY) ,12,11,True,-0.5250323367813085,0.031751581465330816,-0.4582702612012875,0.003866546025861556,-0.48691528399432626,-0.1717148997389367,28.291666666666668,GD
Rv0587,yrbE2A,CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE2A ,13,13,True,-0.028119365502947,0.9223705142206675,-0.025107288151148578,0.8928853206294479,-0.19822016503067624,0.03413304074025363,47.38461538461539,NE
Rv0588,yrbE2B,CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE2B ,16,15,True,-0.13605450748450637,0.5637814680250409,-0.09943129863760203,0.5112097132815054,-0.31130949398918156,-0.027712376198823586,47.724999999999994,NE
Rv0589,mce2A,MCE-FAMILY PROTEIN MCE2A ,27,25,True,-0.2529315111526012,0.13647084192125203,-0.38391454437773226,0.00023276402792582907,-0.48819253620199216,-0.16110349028174187,54.43333333333334,GD
Rv0590,mce2B,MCE-FAMILY PROTEIN MCE2B ,10,10,True,-0.019078655227865955,0.9549631870833422,-0.00539518794017887,0.980042129345835,-0.2901669034579616,-0.12073651167033791,59.81,NE
Rv0590A,-,MCE-FAMILY RELATED PROTEIN ,7,5,True,-0.303787919268159,0.3785709205098315,-0.5181512339790785,0.01362186800208191,-0.5541168772403683,-0.26464216868942364,56.15714285714285,GD
Rv0591,mce2C,MCE-FAMILY PROTEIN MCE2C ,22,22,True,-0.021711573136211745,0.9223705142206675,-0.3116133629803629,0.008280467527395665,-0.30564979756931204,-0.09982808214456465,61.599999999999994,GD
Rv0592,mce2D,MCE-FAMILY PROTEIN MCE2D ,29,28,True,-0.14875614109023014,0.3804078749656748,-0.19316484675004908,0.06549109783804544,-0.29991754863000963,-0.1400794486664443,45.1206896551724,NE
Rv0593,lprL,POSSIBLE MCE-FAMILY LIPOPROTEIN LPRL (MCE-FAMILY LIPOPROTEIN MCE2E) ,19,14,True,-0.19113057421904175,0.3595047383190154,-0.0011634211286898437,0.994504241516767,-0.6213216797022821,-0.2806943632715258,85.58947368421053,NE
Rv0594,mce2F,MCE-FAMILY PROTEIN MCE2F ,30,29,True,0.5724063373503451,7.254156449708273e-05,0.49433177022912517,2.8929071758025725e-07,-0.2702869772488258,-0.078760348938183,225.74333333333334,GA
Rv0595c,-,hypothetical protein Rv0595c ,8,8,True,0.5492550945933276,0.07242125460029694,0.494305651214306,0.011675294143655372,-0.058805905052064344,0.017379684009032725,131.4875,GA
Rv0596c,-,hypothetical protein Rv0596c ,5,3,True,-0.8281555692434911,0.02862947349831444,-0.5928191054652149,0.017197091818719215,-0.675857512476352,-0.38810635099296525,20.56,GD
Rv0597c,-,hypothetical protein Rv0597c ,14,14,True,0.09419077538054361,0.7172837779777653,0.4027320859043915,0.00628552240788333,-0.3727493343494176,-0.053050849098165466,94.24285714285715,GA
Rv0598c,-,hypothetical protein Rv0598c ,7,7,True,0.33220195089085913,0.3325394840015114,0.19243410406443678,0.3908223704107333,-0.11161681938067795,0.051378417962402945,89.82857142857142,NE
Rv0599c,-,hypothetical protein Rv0599c ,6,6,True,-0.2881456061662938,0.44683167658604883,0.08403033999113675,0.7465810159938737,-0.33036703844161125,-0.21012721133585543,34.81666666666667,NE
Rv0600c,-,PROBABLE TWO COMPONENT SENSOR KINASE -SECOND PART ,4,4,True,0.46962505545405975,0.29658773834644375,0.4791643618346008,0.09152419898458915,-0.1637273790732921,-0.040728154079534534,139.25,NE
Rv0601c,-,PROBABLE TWO COMPONENT SENSOR KINASE -FIRST PART ,4,3,True,-0.536743706594526,0.23059470347765412,-0.4303794533020034,0.13106289747224914,-0.829547126231626,-0.7774335641085889,60.52499999999999,NE
Rv0602c,tcrA,PROBABLE TWO COMPONENT DNA BINDING TRANSCRIPTIONAL REGULATORY PROTEIN TCRA ,11,10,True,-0.015134810614984904,0.960953358117457,0.07120956141950038,0.7111736440843891,-0.3929434453800403,-0.12257526641289786,76.48181818181818,NE
Rv0603,-,POSSIBLE EXPORTED PROTEIN ,2,2,True,-0.07579143193914911,0.9181831988600059,0.1489803703760461,0.7422643732249624,-0.08696873755253855,-0.08267788188108631,32.8,NE
Rv0604,lpqO,PROBABLE CONSERVED LIPOPROTEIN LPQO ,7,7,True,0.24872873127209727,0.47923559144853506,0.10495328572899193,0.6595026670433232,-0.3285456992810055,-0.05402669734529293,121.95714285714287,NE
Rv0605,-,POSSIBLE RESOLVASE ,10,10,True,0.5160515360142469,0.05727995862937043,0.2918959186188679,0.10491472946310763,-0.28562189986029035,-0.07436797272576394,205.28000000000003,NE
Rv0606,-,POSSIBLE TRANSPOSASE (FRAGMENT) ,9,9,True,-0.08834677229417773,0.7902536748358823,0.1090016177979728,0.5968144231737982,-0.49379998463295705,-0.2343519552541434,81.26666666666667,NE
Rv0607,-,hypothetical protein Rv0607 ,1,1,True,0.1538076854495362,0.8814890456447215,0.14775369944722194,0.818515011990378,-2.0443742290930167e-14,-4.7107396741130626e-14,45.9,NE
Rv0608,-,hypothetical protein Rv0608 ,2,1,True,-0.736680528011348,0.24555233037797314,-0.5707714789927764,0.157600377879457,-0.8109554328078866,-0.28658036539571313,35.4,NE
Rv0609,-,hypothetical protein Rv0609 ,7,7,True,-0.12171156662704108,0.7418717490541704,-0.1032295791139156,0.6646154064432699,-0.32475767155395296,-0.06546724035516993,50.91428571428571,NE
Rv0609A,-,hypothetical protein Rv0609A ,2,2,True,0.2599222279030754,0.704374080139139,0.6285337065731708,0.11881122804782969,-5.6306867726494254e-05,0.014456638306012952,58.75,NE
Rv0610c,-,hypothetical protein Rv0610c ,11,11,True,0.10645873359493171,0.7167937440211619,0.1822951216881545,0.30129618316303297,-0.31007874428740567,-0.15492811963478254,83.94545454545454,NE
Rv0611c,-,hypothetical protein Rv0611c ,13,13,True,0.3378864838528142,0.17063903109157752,0.5004150806599628,0.0009335133585333638,-0.24938716136261221,0.0020067120229539047,125.00000000000001,GA
Rv0612,-,hypothetical protein Rv0612 ,6,6,True,0.1488827177263448,0.7068113412423533,0.2049349406942813,0.39839544544655175,-0.022896886120466965,0.0716889643335505,47.833333333333336,NE
Rv0613c,-,hypothetical protein Rv0613c ,17,17,True,0.45255789294729376,0.027379285869702796,0.34894522126062133,0.009327295885826483,-0.21896767043811535,0.026593018964482323,152.01176470588237,GA
Rv0614,-,hypothetical protein Rv0614 ,14,13,True,0.22275843700858128,0.3594033073422281,0.1670752519493075,0.28555302690194523,-0.3217582930828486,-0.13566787727098165,113.03571428571429,NE
Rv0615,-,PROBABLE INTEGRAL MEMBRANE PROTEIN ,4,4,True,0.33058878432245087,0.4772010404908204,0.20835395350480537,0.4902145170255568,-0.30206011698916907,-0.11819507358539659,138.75,NE
Rv0616c,-,hypothetical protein Rv0616c ,7,6,True,-0.05406256250231867,0.889012713198574,-0.08453708925915546,0.7268000008651896,-0.4729552364426013,-0.2781305146273401,83.94285714285715,NE
Rv0617,-,hypothetical protein Rv0617 ,3,3,True,0.6849807839522489,0.18197230511230045,0.5321016705445244,0.10513746870097972,-0.2652870799497128,-0.1357526662423466,289.4666666666667,NE
Rv0618,galTa,PROBABLE GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALTA ,6,6,True,-0.15624946858863545,0.6928571554869674,-0.08297400309696591,0.7498002271058342,-0.16038324189430797,0.17647475759770434,32.15,NE
Rv0619,galTb,PROBABLE GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALTB ,12,11,True,-0.4847690111621917,0.04959253274373409,-0.544827516189322,0.0005231327189924469,-0.3838482628986023,-0.21586477453738281,24.599999999999998,GD
Rv0620,galK,galactokinase ,9,8,True,-0.5656174574384052,0.04698675497626988,-0.6557686821480534,0.0002827447778602325,-0.30973785324934455,-0.09137389743812702,17.044444444444444,GD
Rv0621,-,POSSIBLE MEMBRANE PROTEIN ,9,7,True,-0.2829854581067212,0.34888361681921215,-0.33301311105739223,0.0776182227078615,-0.6859296518350608,-0.3424877819814422,79.92222222222223,NE
Rv0622,-,POSSIBLE MEMBRANE PROTEIN ,13,12,True,-0.0904264078631477,0.7396483746189831,-0.3285090256779282,0.035047502597621516,-0.4139725814257306,-0.25945780067809,67.2923076923077,GD
Rv0623,-,hypothetical protein Rv0623 ,3,3,True,-0.06467850895107587,0.9146030910309709,0.199477370018229,0.5731784215447808,-0.10755238655459677,0.10571801196914783,35.300000000000004,NE
Rv0624,-,hypothetical protein Rv0624 ,7,7,True,0.22456765054724154,0.5263470880764033,0.07223382960936219,0.7633175050146682,-0.21512960942019657,-0.08191346122980962,88.8,NE
Rv0625c,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,10,10,True,0.020611333571593577,0.9505430890735045,-0.051396523626047005,0.7989361142401133,-0.4653291813491996,-0.13083373130567835,98.23,NE
Rv0626,-,hypothetical protein Rv0626 ,4,4,True,0.06961457343734719,0.8916829038622864,0.39978368491738414,0.16231932119150105,-0.1817377403785914,-0.11724408017440761,57.324999999999996,NE
Rv0627,-,hypothetical protein Rv0627 ,1,1,True,-1.6096203081133929,0.061146933878013184,-1.0625391907480557,0.05954048534822506,-3.206388826289798e-14,-1.4378122526311888e-13,0.3,NE
Rv0628c,-,hypothetical protein Rv0628c ,4,3,True,-0.05381922147111894,0.9181831988600059,0.31934605914911657,0.2737803795123685,-0.747930321875643,-0.4099528177897426,158.2,NE
Rv0629c,recD,PROBABLE EXONUCLEASE V (ALPHA CHAIN) RECD (EXODEOXYRIBONUCLEASE V ALPHA CHAIN) (EXODEOXYRIBONUCLEASE V POLYPEPTIDE) ,16,13,True,-0.40158422421912066,0.06190024038052096,-0.22252653045015944,0.11794570024278463,-0.4610391743204817,-0.17866015738964028,35.893750000000004,NE
