#Gumbel
#Console: python3 /home/grads/s/schoudhery/.local/bin/transit gumbel murray2013_caulobacter_table_S3_remapped.wig Caulobacter_NA1000.prot_table Caulobacter_gumbel.txt
#Data: b'murray2013_caulobacter_table_S3_remapped.wig'
#Annotation path: b'Caulobacter_NA1000.prot_table'
#FDR Corrected thresholds: 0.996100, 0.064400
#MH Acceptance-Rate:	19.91%
#Total Iterations Performed:	10499
#Sample Size:	10000
#phi estimate:	0.048927
#Time: 153.75576615333557
#Orf	Name	Desc	k	n	r	s	zbar	Call
CCNA_01337	-	GMC family oxidoreductase	20	20	0	0	0.079300	U
CCNA_01338	-	glyoxalase family protein	5	5	0	0	0.000000	NE
CCNA_01339	-	ArsR-family transcriptional regulator	3	3	0	0	-1.000000	S
CCNA_01340	-	major facilitator superfamily transporter	11	11	0	0	0.000000	NE
CCNA_01341	-	DegP/HtrA-family serine protease	6	6	0	0	0.000000	NE
CCNA_01342	-	ATPase, AAA family	15	15	0	0	0.000000	NE
CCNA_01343	-	ribosomal large subunit pseudouridine synthase C	8	9	1	2	0.000000	NE
CCNA_01344	-	conserved hypothetical protein	13	13	0	0	0.000000	NE
CCNA_01345	-	short chain dehydrogenase	4	4	0	0	0.000000	NE
CCNA_01346	-	outer membrane protein	7	7	0	0	0.000000	NE
CCNA_01347	-	conserved hypothetical protein	6	8	1	2	0.000000	NE
CCNA_01348	-	conserved hypothetical protein	8	8	0	0	0.000000	NE
CCNA_01349	-	transposase	4	4	0	0	0.000000	NE
CCNA_01350	-	transposase DDE domain protein	6	6	0	0	0.000000	NE
CCNA_01351	-	two-component response regulator protein	6	7	1	2	0.000000	NE
CCNA_01352	-	two component sensor histidine kinase	15	16	1	2	0.000000	NE
CCNA_01353	-	myo-inositol-hexaphosphate 3-phosphohydrolase	30	31	1	2	0.000000	NE
CCNA_01354	idhA	myo-inositol 2-dehydrogenase IdhA	8	8	0	0	0.000000	NE
CCNA_01355	iolR	transcriptional regulator IolR	13	14	1	2	0.000000	NE
CCNA_01356	iolC	5-dehydro-2-deoxygluconokinase IolC	13	13	0	0	0.000000	NE
CCNA_01357	iolD	myo-inositol catabolism protein IolD	17	17	0	0	0.000000	NE
CCNA_01358	iolE	myo-inositol catabolism protein IolE	9	10	1	2	0.000000	NE
CCNA_01359	iolB	myo-inositol catabolism protein IolB	11	11	0	0	0.000000	NE
CCNA_01360	iolA	malonate-semialdehyde dehydrogenase IolA	15	16	1	2	0.000000	NE
CCNA_01361	-	PepSY superfamily protein	2	3	1	2	0.000000	NE
CCNA_01362	-	two-component response regulator	6	7	1	2	0.000000	NE
CCNA_01363	-	two-component sensor histidine kinase	6	6	0	0	0.000000	NE
CCNA_01364	-	NIFR3-like protein	15	17	1	2	0.000000	NE
CCNA_01365	perP	aspartyl protease perP	7	7	0	0	0.000000	NE
CCNA_01366	-	conserved hypothetical protein	1	1	0	0	-1.000000	S
CCNA_01367	-	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	3	4	1	2	0.000000	NE
CCNA_01368	-	acyl-CoA dehydrogenase	16	16	0	0	0.000000	NE
CCNA_01369	-	acyl-CoA dehydrogenase, short-chain specific	14	14	0	0	0.000000	NE
CCNA_01371	-	hypothetical protein	3	3	0	0	0.000000	NE
CCNA_01372	-	lysine decarboxylase family	10	10	0	0	0.000000	NE
CCNA_01373	-	conserved hypothetical protein	6	7	1	2	0.000000	NE
CCNA_01374	-	Fe-S cluster assembly ABC-type transport system, permease and ATPase components	16	17	1	2	0.000000	NE
CCNA_01375	-	lactoylglutathione lyase	10	10	0	0	0.000000	NE
CCNA_01376	-	glutathione S-transferase	15	15	0	0	0.000000	NE
CCNA_01377	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_01378	-	protein-L-isoaspartate O-methyltransferase	8	9	1	2	0.000000	NE
CCNA_01379	rsaFb	type I secretion outer membrane protein rsaFb	11	11	0	0	0.000000	NE
CCNA_01380	popZ	pole-organizing protein popZ	5	5	0	0	0.000000	NE
CCNA_01381	-	valyl-tRNA synthetase	1	19	18	1716	1.000000	E
CCNA_01382	-	long-chain-fatty-acid--CoA ligase	20	20	0	0	0.081000	U
CCNA_01383	-	conserved hypothetical protein	3	3	0	0	-1.000000	S
CCNA_01384	-	amidase family protein	17	17	0	0	0.000000	NE
CCNA_01385	-	rRNA methylase	5	5	0	0	0.000000	NE
CCNA_01386	-	conserved hypothetical protein	19	19	0	0	0.000000	NE
CCNA_01387	-	tRNA (uracil-5-)-methyltransferase related protein	7	8	1	2	0.000000	NE
CCNA_01388	-	methyltransferase	17	17	0	0	0.000000	NE
CCNA_01389	-	acetyltransferase	14	14	0	0	0.000000	NE
CCNA_01390	-	RNA polymerase sigma factor	19	19	0	0	0.000000	NE
CCNA_01391	-	radical SAM superfamily protein	15	15	0	0	0.000000	NE
CCNA_01392	-	glycosyltransferase involved in cell wall biogenesis	2	2	0	0	-1.000000	S
CCNA_01393	-	soluble lytic murein transglycosylase	24	24	0	0	0.440400	U
CCNA_01394	-	uracil DNA glycosylase superfamily protein	0	4	4	433	0.999800	E
CCNA_01395	fzeA	electron transfer flavoprotein-ubiquinone oxidoreductase FzeA	2	25	16	963	0.941000	U
CCNA_01396	-	tetratricopeptide repeat family protein	22	22	0	0	0.261100	U
CCNA_01397	-	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	0	6	6	724	1.000000	E
CCNA_01398	-	peptidyl-prolyl cis-trans isomerase	4	5	1	2	0.000000	NE
CCNA_01399	-	ammonium transporter/methylammonium transporter	15	16	1	2	0.000000	NE
CCNA_01400	-	nitrogen regulatory protein GlnK	4	4	0	0	-1.000000	S
CCNA_01403	glyQ	glycyl-tRNA synthetase alpha chain	0	18	18	802	0.499600	U
CCNA_01404	glyS	glycyl-tRNA synthetase beta chain	2	18	9	668	1.000000	E
CCNA_01405	-	GIY-YIG domain protein	8	8	0	0	0.000000	NE
CCNA_01406	-	metal-dependent hydrolase	10	10	0	0	0.000000	NE
CCNA_01407	-	hypothetical protein	4	4	0	0	0.000000	NE
CCNA_01408	-	phosphohydrolase, MutT/nudix family	1	1	0	0	-1.000000	S
CCNA_01409	-	delta-aminolevulinic acid dehydratase	7	13	2	81	0.000000	NE
CCNA_01410	-	cyclohexanone monooxygenase	20	22	1	2	0.000000	NE
CCNA_01412	-	acyl-CoA dehydrogenase, short-chain specific	14	14	0	0	0.000000	NE
CCNA_01413	-	phosphoglycerate mutase family protein	5	5	0	0	0.000000	NE
CCNA_01414	-	3-hydroxyisobutyryl-CoA hydrolase	7	9	1	2	0.000000	NE
CCNA_01415	-	methyltransferase	12	12	0	0	0.000000	NE
CCNA_01416	-	3-hydroxyisobutyrate dehydrogenase	7	7	0	0	0.000000	NE
CCNA_01417	-	5-aminolevulinic acid synthase	11	15	2	81	0.000000	NE
CCNA_01418	-	ROS/MUCR transcriptional regulator	11	11	0	0	0.000000	NE
CCNA_01419	-	serine hydroxymethyltransferase	16	16	0	0	0.000000	NE
CCNA_01420	-	NrdR family transcriptional regulator	7	7	0	0	0.000000	NE
CCNA_01421	-	6,7-dimethyl-8-ribityllumazine synthase	5	5	0	0	0.000000	NE
CCNA_01422	nusB	N utilization substance protein B NusB	2	5	3	45	0.000100	NE
CCNA_01423	-	thiamine-monophosphate kinase	8	11	1	2	0.000000	NE
CCNA_01424	-	hypothetical protein	4	4	0	0	0.000000	NE
CCNA_01425	-	H+ translocating pyrophosphatase	30	31	1	2	0.000000	NE
CCNA_01426	-	chemotaxis receiver domain protein cheYIII	2	2	0	0	-1.000000	S
CCNA_01427	bamE	beta-barrel assembly machine (BAM) protein BamE	6	6	0	0	0.000000	NE
CCNA_01429	-	ubiquinol-cytochrome C reductase chaperone	9	9	0	0	0.000000	NE
CCNA_01430	-	conserved hypothetical protein	3	3	0	0	0.000000	NE
CCNA_01431	-	fatty acid/phospholipid synthesis protein plsX	1	7	6	368	1.000000	E
CCNA_01432	-	3-oxoacyl-(acyl-carrier-protein) synthase III	1	8	4	261	0.946500	U
CCNA_01433	ihfA	integration host factor alpha-subunit	1	1	0	0	-1.000000	S
CCNA_01434	-	MerR-family transcriptional regulator	4	4	0	0	0.000000	NE
CCNA_01435	-	conserved hypothetical protein	4	4	0	0	-1.000000	S
CCNA_01437	-	transglycosylase associated protein	4	4	0	0	-1.000000	S
CCNA_01438	-	heme O monooxygenase	9	10	1	2	0.000000	NE
CCNA_01439	-	dTDP-glucose 4,6-dehydratase	21	22	1	2	0.000000	NE
CCNA_01440	-	LSU ribosomal protein L13P	0	4	4	251	0.999900	E
CCNA_01441	-	SSU ribosomal protein S9P	4	7	2	95	0.000000	NE
CCNA_01442	-	N-acetyl-gamma-glutamyl-phosphate reductase	10	10	0	0	0.000000	NE
CCNA_01443	-	conserved hypothetical protein	9	10	1	2	0.000000	NE
CCNA_01444	-	poly(3-hydroxyalkanoate) polymerase	20	21	1	2	0.000000	NE
CCNA_01445	-	hypothetical protein	3	3	0	0	0.000000	NE
CCNA_01446	-	LL-diaminopimelate aminotransferase	23	23	0	0	0.365700	U
CCNA_01447	-	homoserine dehydrogenase	9	11	2	48	0.000000	NE
CCNA_01448	glpX	fructose-1,6-bisphosphatase, class II	10	10	0	0	0.000000	NE
CCNA_01449	-	fructose-1,6-bisphosphatase, FIG superfamily	11	11	0	0	0.000000	NE
CCNA_01450	recJ	single-stranded-DNA-specific exonuclease recJ	11	17	2	337	0.365300	U
CCNA_01451	cspD	cold shock protein cspD	7	7	0	0	0.000000	NE
CCNA_01452	-	conserved hypothetical protein	6	6	0	0	0.000000	NE
CCNA_01453	-	electron transport complex I subunit, NADH-ubiquinone oxidoreductase	3	3	0	0	0.000000	NE
CCNA_01457	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_01458	-	hypothetical protein	5	5	0	0	0.000000	NE
CCNA_01459	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_01460	-	hypothetical protein	0	0	0	0	-1.000000	S
CCNA_01461	-	hypothetical protein	1	2	1	2	-1.000000	S
CCNA_01462	-	lactate 2-monooxygenase	11	12	1	2	0.000000	NE
CCNA_01463	-	3-deoxy-7-phosphoheptulonate synthase	9	9	0	0	0.000000	NE
CCNA_01464	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_01465	-	methyl-accepting chemotaxis protein	6	8	1	2	0.000000	NE
CCNA_01466	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_01467	ccoN	cytochrome cbb3 oxidase subunit I ccoN	28	28	0	0	0.495300	U
CCNA_01468	ccoO	cytochrome cbb3 oxidase, cytochrome c subunit ccoO	13	13	0	0	0.000000	NE
CCNA_01469	ccoQ	cytochrome cbb3 oxidase, subunit ccoQ	3	3	0	0	-1.000000	S
CCNA_01470	ccoP	cytochrome cbb3 oxidase, diheme subunit, membrane-bound ccoP	11	11	0	0	0.000000	NE
CCNA_01471	fixG	polyferredoxin protein fixG	26	27	1	2	0.000000	NE
CCNA_01472	fixH	cation pump-linked membrane protein fixH	3	3	0	0	0.000000	NE
CCNA_01473	fixI	E1-E2 cation pump ATPase fixI	13	14	1	2	0.000000	NE
CCNA_01474	ccoS	cytochrome cbb3 oxidase maturation protein ccoS	2	2	0	0	-1.000000	S
CCNA_01475	ompW	OmpW family outer membrane protein	8	9	1	2	0.000000	NE
CCNA_01476	ftrB	CRP-family transcription regulator FtrB	4	4	0	0	0.000000	NE
CCNA_01477	hemN	oxygen-independent coproporphyrinogen-III oxidase hemN	15	16	1	2	0.000000	NE
CCNA_01478	-	CRP-family transcription regulator	8	9	1	2	0.000000	NE
CCNA_01479	-	tetratricopeptide repeat family protein	22	23	1	2	0.000000	NE
CCNA_01480	-	hypothetical protein	9	9	0	0	0.000000	NE
CCNA_01481	-	cyclase homology domain protein	25	25	0	0	0.477600	U
CCNA_01483	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_01484	-	DNA Ligase IV adenylation domain protein	0	0	0	0	-1.000000	S
CCNA_01485	-	aldose 1-epimerase	18	19	1	2	0.000000	NE
CCNA_01486	-	fumarylacetoacetate (FAA) hydrolase family protein	14	15	1	2	0.000000	NE
CCNA_01487	-	GntR-family transcriptional regulator	6	6	0	0	0.000000	NE
CCNA_01488	ilvD	dihydroxyacid dehydratase	25	27	1	2	0.000000	NE
CCNA_01489	abfA	alpha-L-arabinofuranosidase	21	21	0	0	0.159100	U
CCNA_01490	-	FAD-dependent dehydrogenase	20	20	0	0	0.075300	U
CCNA_01491	-	cystathionine beta-lyase	9	11	1	2	0.000000	NE
CCNA_01492	-	3-mercaptopyruvate sulfurtransferase	6	6	0	0	0.000000	NE
CCNA_01493	-	cysteine synthase	13	13	0	0	0.000000	NE
CCNA_01494	-	cyclopropane-fatty-acyl-phospholipid synthase	23	23	0	0	0.367300	U
CCNA_01495	-	deoxyribodipyrimidine photolyase	18	18	0	0	0.000000	NE
CCNA_01496	-	2-dehydro-3-deoxyphosphooctonate aldolase	3	4	1	2	0.000000	NE
CCNA_01497	-	ADP-L-glycero-D-manno-heptose-6-epimerase	16	17	1	2	0.000000	NE
CCNA_01498	-	DNA-dependent DNA polymerase III alpha chain	15	15	0	0	0.000000	NE
CCNA_01499	-	acetyl-CoA acetyltransferase	14	14	0	0	0.000000	NE
CCNA_01500	-	conserved hypothetical protein	15	17	1	2	0.000000	NE
CCNA_01501	-	protein kinase C-like superfamily protein	2	4	1	2	0.000000	NE
CCNA_01502	-	conserved membrane spanning protein	5	6	1	2	0.000000	NE
CCNA_01503	-	phosphotransferase family protein	9	9	0	0	0.000000	NE
CCNA_01504	recG	ATP-dependent DNA helicase recG	12	13	1	2	0.000000	NE
CCNA_01505	-	hypothetical protein	6	6	0	0	0.000000	NE
CCNA_01506	-	cystine transport ATP-binding protein	3	3	0	0	0.000000	NE
CCNA_01507	-	cystine transport system permease protein	9	9	0	0	0.000000	NE
CCNA_01508	-	cystine-binding protein	8	8	0	0	0.000000	NE
CCNA_01509	-	3-oxoacyl-(acyl-carrier-protein) synthase III	4	5	1	2	0.000000	NE
CCNA_01510	-	hypothetical protein	2	3	1	2	-1.000000	S
CCNA_01511	-	sterol desaturase family protein	12	13	1	2	0.000000	NE
CCNA_01512	-	IS200-like transposase	4	5	1	2	0.000000	NE
CCNA_01513	-	C4-dicarboxylate-binding protein	12	12	0	0	0.000000	NE
CCNA_01514	-	C4-dicarboxylate transport system, small permease component	4	4	0	0	0.000000	NE
CCNA_01515	-	C4-dicarboxylate transporter large subunit	10	10	0	0	0.000000	NE
CCNA_01516	-	NAD(P)H:FMN oxidoreductase family protein	6	7	1	2	0.000000	NE
CCNA_01517	-	conserved hypothetical protein	7	7	0	0	0.000000	NE
CCNA_01519	-	universal stress protein family	5	5	0	0	0.000000	NE
CCNA_01520	-	conserved hypothetical protein	7	7	0	0	0.000000	NE
CCNA_01521	-	putative exported protein	3	4	1	2	0.000000	NE
CCNA_01522	-	ATP-dependent protease subunit	11	12	1	2	0.000000	NE
CCNA_01523	flmH	acetyltransferase flmH	9	10	1	2	0.000000	NE
CCNA_01524	flbA	FlbA protein	20	21	1	2	0.000000	NE
CCNA_01525	flbT	flagellar biosynthesis repressor flbT	9	11	2	11	0.000000	NE
CCNA_01526	flaF	flagellar biosynthesis regulatory protein flaF	2	2	0	0	-1.000000	S
CCNA_01527	fljL	flagellin fljL	6	6	0	0	0.000000	NE
CCNA_01528	fljK	flagellin fljK	2	3	1	2	0.000000	NE
CCNA_01529	-	FlaG superfamily protein	9	9	0	0	0.000000	NE
CCNA_01530	fljJ	flagellin FljJ	7	7	0	0	0.000000	NE
CCNA_01531	-	acetyltransferase	2	2	0	0	-1.000000	S
CCNA_01532	flaY	regulatory protein flaY	44	45	1	2	0.000000	NE
CCNA_01533	-	hypothetical protein	3	4	1	2	0.000000	NE
CCNA_01534	-	hypothetical protein	4	4	0	0	-1.000000	S
CCNA_01535	-	single-strand DNA binding protein	0	6	6	306	1.000000	E
CCNA_01536	-	hypothetical protein	11	11	0	0	0.000000	NE
CCNA_01537	-	acetyltransferase	8	10	2	18	0.000000	NE
CCNA_01538	-	pyruvate phosphate dikinase	15	27	4	348	0.928300	U
CCNA_01539	-	pirin family protein	7	7	0	0	0.000000	NE
CCNA_01541	-	LysR-family transcriptional regulator	7	7	0	0	0.000000	NE
CCNA_01542	-	ice nucleation protein	9	9	0	0	0.000000	NE
CCNA_01543	-	chaperone protein dnaK	13	14	1	2	0.000000	NE
CCNA_01545	-	NAD(FAD)-utilizing dehydrogenase	10	12	1	2	0.000000	NE
CCNA_01546	-	DEAD-box RNA helicase-like protein	21	21	0	0	0.153400	U
CCNA_01547	-	methionyl-tRNA synthetase	0	18	18	1476	1.000000	E
CCNA_01548	-	transporter, major facilitator superfamily	14	17	1	2	0.000000	NE
CCNA_01549	-	sulfate adenylyltransferase subunit 1/adenylylsulfate kinase	15	15	0	0	0.000000	NE
CCNA_01550	-	sulfate adenylyltransferase subunit 2	12	12	0	0	0.000000	NE
CCNA_01551	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_01552	tipN	polar localization protein TipN	13	15	1	2	0.000000	NE
CCNA_01553	-	undecaprenyl-phosphate beta-N-acetyl-D-fucosaminephosphotransferase	4	4	0	0	0.000000	NE
CCNA_01554	-	D-mannonate oxidoreductase	16	17	1	2	0.000000	NE
CCNA_01555	uxaA	altronate dehydratase	12	12	0	0	0.000000	NE
CCNA_01556	-	LacI-family transcriptional regulator	8	9	1	2	0.000000	NE
CCNA_01557	-	uronate isomerase	17	17	0	0	0.000000	NE
CCNA_01558	-	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	15	15	0	0	0.000000	NE
CCNA_01559	-	2-deoxy-D-gluconate 3-dehydrogenase	7	8	1	2	0.000000	NE
CCNA_01560	-	phosphoenolpyruvate carboxylase	21	23	1	2	0.000000	NE
CCNA_01561	-	hypothetical protein	3	4	1	2	0.000000	NE
CCNA_01562	-	4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxyphosphogluconate aldolase	10	10	0	0	0.000000	NE
CCNA_01563	-	2-dehydro-3-deoxygluconokinase	11	11	0	0	0.000000	NE
CCNA_01566	-	conserved hypothetical protein	1	1	0	0	-1.000000	S
CCNA_01567	-	proline iminopeptidase	15	16	1	2	0.000000	NE
CCNA_01568	-	Kef-type K+ transport system	12	12	0	0	0.000000	NE
CCNA_01569	-	Helix-turn-helix DNA-binding protein	5	8	1	2	0.000000	NE
CCNA_01570	-	penicillin-binding protein	19	19	0	0	0.000000	NE
CCNA_01571	-	arsenate reductase	3	4	1	2	0.000000	NE
CCNA_01572	-	major intrinsic protein (MIP)-family channel protein	5	6	1	2	0.000000	NE
CCNA_01573	-	ArsR-family transcriptional regulator	3	3	0	0	0.000000	NE
CCNA_01574	-	arsenic resistance protein arsH	7	7	0	0	0.000000	NE
CCNA_01575	-	glucose / sorbosone dehydrogenase	16	17	1	2	0.000000	NE
CCNA_01576	-	major facilitator superfamily transporter	17	18	1	2	0.000000	NE
CCNA_01577	-	2-keto-4-pentenoate hydratase family protein	7	8	1	2	0.000000	NE
CCNA_01578	-	beta-lactamase repressor	1	2	1	2	-1.000000	S
CCNA_01579	-	cell wall degradation protein	18	18	0	0	0.000000	NE
CCNA_01580	-	M15 superfamily membrane peptidase	9	11	1	2	0.000000	NE
CCNA_01581	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_01582	-	Glutathione-dependent formaldehyde-activating enzyme	5	5	0	0	0.000000	NE
CCNA_01583	-	phosphate-binding protein	6	9	3	323	0.983100	U
CCNA_01584	-	multimodular transpeptidase-transglycosylase PBP 1A	25	26	1	2	0.000000	NE
CCNA_01585	-	TonB-dependent receptor	29	30	1	2	0.000000	NE
CCNA_01586	-	ABC transporter, ATP-binding protein	5	5	0	0	0.000000	NE
CCNA_01587	-	conserved hypothetical protein	16	17	1	2	0.000000	NE
CCNA_01588	-	conserved hypothetical protein	15	15	0	0	0.000000	NE
CCNA_01589	-	acyltransferase 3	10	10	0	0	0.000000	NE
CCNA_01590	ligA	NAD-dependent DNA ligase	0	17	17	1960	0.996400	E
CCNA_01591	-	DNA polymerase III epsilon-like protein	9	10	1	2	0.000000	NE
CCNA_01592	-	SN-glycerol-3-phosphate transport ATP-binding protein	4	4	0	0	-1.000000	S
CCNA_01593	-	Xaa-pro aminopeptidase	17	19	1	2	0.000000	NE
CCNA_01594	-	ribosomal protein L11 methyltransferase	9	9	0	0	0.000000	NE
CCNA_01595	-	hypothetical protein	4	4	0	0	0.000000	NE
CCNA_01596	uvrD	DNA helicase II	25	27	1	2	0.000000	NE
CCNA_01597	-	RHH DNA-binding protein	1	2	1	2	-1.000000	S
CCNA_01598	-	pyridine nucleotide-disulfide oxidoreductase	22	22	0	0	0.267800	U
CCNA_01599	-	conserved hypothetical protein	1	1	0	0	-1.000000	S
CCNA_01600	-	Methane oxygenase, PmoA family	9	10	1	2	0.000000	NE
CCNA_01601	-	conserved hypothetical protein	4	4	0	0	0.000000	NE
CCNA_01602	-	glutathione S-transferase	8	8	0	0	0.000000	NE
CCNA_01603	-	aspartate aminotransferase	16	16	0	0	0.000000	NE
CCNA_01604	-	hypothetical protein	7	7	0	0	0.000000	NE
CCNA_01605	-	NADPH-dependent FMN reductase family protein	4	4	0	0	0.000000	NE
CCNA_01606	-	Soj/ParA-related ATPase protein	3	3	0	0	0.000000	NE
CCNA_01607	-	SNARE associated protein family	6	6	0	0	0.000000	NE
CCNA_01608	-	TetR-family transcriptional regulator	4	6	2	259	0.189400	U
CCNA_01609	-	alkyl sulfatase	24	24	0	0	0.446100	U
CCNA_01610	-	2-isopropylmalate synthase	17	18	1	2	0.000000	NE
CCNA_01611	-	transporter, drug/metabolite exporter family	1	1	0	0	-1.000000	S
CCNA_01612	mreB	rod shape-determining protein MreB	0	10	10	856	1.000000	E
CCNA_01613	mreC	rod shape-determining protein MreC	0	6	6	750	1.000000	E
CCNA_01614	-	conserved hypothetical protein	0	1	1	2	-1.000000	S
CCNA_01615	-	cell elongation specific D,D-transpeptidase	1	21	13	1098	1.000000	E
CCNA_01616	rodA	rod shape-determining protein RodA	0	11	11	932	1.000000	E
CCNA_01617	-	acetyltransferase	8	8	0	0	0.000000	NE
CCNA_01618	-	uracil-DNA glycosylase	7	8	1	2	0.000000	NE
CCNA_01619	-	NYN domain protein	11	11	0	0	0.000000	NE
CCNA_01620	-	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	2	4	2	233	0.043000	NE
CCNA_01621	-	DNA-directed RNA polymerase omega chain	2	3	1	2	0.000000	NE
CCNA_01622	spoT	Rsh ppGpp hydrolase-synthetase	27	28	1	2	0.000000	NE
CCNA_01623	-	phosphohydrolase, MutT/nudix family	4	4	0	0	0.000000	NE
CCNA_01624	-	orotate phosphoribosyltransferase	4	4	0	0	0.000000	NE
CCNA_01625	-	aminobenzoyl-glutamate utilization protein B	16	16	0	0	0.000000	NE
CCNA_01626	-	pyridoxal phosphate biosynthetic protein pdxJ	0	6	6	632	1.000000	E
CCNA_01627	acpS	Holo-(acyl-carrier protein) synthase	1	5	3	168	0.026900	NE
CCNA_01628	-	hypothetical protein	5	5	0	0	0.000000	NE
CCNA_01629	-	signal peptidase I	17	18	1	2	0.000000	NE
CCNA_01630	-	ribonuclease III	3	3	0	0	0.000000	NE
CCNA_01632	-	hypothetical protein	10	11	1	2	0.000000	NE
CCNA_01633	era	GTP-binding protein era	2	6	4	194	0.146500	U
CCNA_01634	-	arylamine N-acetyltransferase	14	14	0	0	0.000000	NE
CCNA_01635	-	DNA repair protein recO	7	7	0	0	0.000000	NE
CCNA_01636	-	alkaline phosphatase	29	29	0	0	0.500200	U
CCNA_01637	-	topoisomerase IV subunit A	1	19	15	1103	1.000000	E
CCNA_01638	-	beta-lactamase family protein	14	15	1	2	0.000000	NE
CCNA_01639	-	beta-lactamase family protein	15	15	0	0	0.000000	NE
CCNA_01640	-	quinone oxidoreductase	9	11	1	2	0.000000	NE
CCNA_01641	-	2-nitropropane dioxygenase family protein	8	8	0	0	0.000000	NE
CCNA_01642	-	gluconate 5-dehydrogenase	8	8	0	0	0.000000	NE
CCNA_01643	-	arginine-tRNA-protein transferase	14	15	1	2	0.000000	NE
CCNA_01644	-	chemotaxis motB protein	6	6	0	0	0.000000	NE
CCNA_01645	-	3-hydroxyisobutyrate dehydrogenase	12	12	0	0	0.000000	NE
CCNA_01646	-	dethiobiotin synthetase	2	4	2	198	0.000100	NE
CCNA_01647	-	8-amino-7-oxononanoate synthase	10	10	0	0	0.000000	NE
CCNA_01648	-	adenosylmethionine-8-amino-7-oxononanoate	10	12	1	2	0.000000	NE
CCNA_01649	-	transporter, drug/metabolite exporter family	6	6	0	0	0.000000	NE
CCNA_01650	-	copper/zinc superoxide dismutase	1	1	0	0	-1.000000	S
CCNA_01651	-	DNA gyrase subunit A	1	29	16	719	0.502500	U
CCNA_01652	-	phosphopantetheine adenylyltransferase	0	2	2	284	-1.000000	S
CCNA_01653	-	cyclophilin-type peptidylprolyl cis-trans isomerase	5	5	0	0	0.000000	NE
CCNA_01654	-	cyclophilin-type peptidylprolyl cis-trans isomerase	10	10	0	0	0.000000	NE
CCNA_01655	-	cyclophilin-type peptidylprolyl cis-trans isomerase	3	3	0	0	0.000000	NE
CCNA_01656	-	endonuclease/exonuclease/phosphatase family protein	7	7	0	0	0.000000	NE
CCNA_01657	-	hypothetical protein	18	18	0	0	0.000000	NE
CCNA_01658	-	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	11	12	1	2	0.000000	NE
CCNA_01659	-	queuine tRNA-ribosyltransferase	9	9	0	0	0.000000	NE
CCNA_01660	-	conserved hypothetical protein	6	6	0	0	0.000000	NE
CCNA_01663	-	potassium-transporting ATPase A chain	15	16	1	2	0.000000	NE
CCNA_01664	-	potassium-transporting ATPase B chain	6	6	0	0	0.000000	NE
CCNA_01665	-	potassium-transporting ATPase C chain	6	8	2	162	0.000000	NE
CCNA_01666	kdpD	osmosensitive K+ channel histidine kinase kdpD	15	17	1	2	0.000000	NE
CCNA_01667	kdpE	two-component response regulator kdpE	8	8	0	0	0.000000	NE
CCNA_01668	-	sulfate transport system permease protein cysT	10	12	1	2	0.000000	NE
CCNA_01669	-	sulfate transport system permease protein cysW	5	5	0	0	0.000000	NE
CCNA_01670	-	sulfate transport ATP-binding protein cysA	4	6	1	2	0.000000	NE
CCNA_01671	dgrA	diguanylate receptor protein dgrA	3	3	0	0	0.000000	NE
CCNA_01672	-	transglutaminase-like enzyme	12	13	1	2	0.000000	NE
CCNA_01673	-	alphaE superfamily protein	11	11	0	0	0.000000	NE
CCNA_01674	-	circularly permuted ATP-grasp type 2 protein	29	31	1	2	0.000000	NE
CCNA_01675	-	outer membrane protein	21	26	2	65	0.000000	NE
CCNA_01676	-	conserved hypothetical protein	14	20	3	401	0.521800	U
CCNA_01677	-	carboxypeptidase G2 precursor	11	14	2	8	0.000000	NE
CCNA_01678	-	arginine N-succinyltransferase, beta chain	8	10	1	2	0.000000	NE
CCNA_01679	-	succinylglutamic semialdehyde dehydrogenase	17	20	1	2	0.000000	NE
CCNA_01680	-	succinylarginine dihydrolase	7	8	1	2	0.000000	NE
CCNA_01681	-	RimI-like acetyltransferase	1	1	0	0	-1.000000	S
CCNA_01682	-	LytT-family transcriptional regulator	11	13	1	2	0.000000	NE
CCNA_01683	-	acetyltransferase family protein	18	19	1	2	0.000000	NE
CCNA_01684	-	phenylalanine-4-hydroxylase	13	13	0	0	0.000000	NE
CCNA_01685	-	hemimethylated DNA-binding protein yccV	5	6	1	2	0.000000	NE
